-0.678,9.21
-0.69,9.22
-0.701,9.23
-0.711,9.24
-0.721,9.25
-0.73,9.26
-0.738,9.27
-0.746,9.28
-0.753,9.29
-0.759,9.3
-0.765,9.31
-0.77,9.32
-0.774,9.33
-0.778,9.34
-0.781,9.35
-0.783,9.36
-0.784,9.37
-0.785,9.38
-0.785,9.39
-0.785,9.4
-0.784,9.41
-0.782,9.42
-0.779,9.43
-0.776,9.44
-0.772,9.45
-0.767,9.46
-0.762,9.47
-0.756,9.48
-0.749,9.49
-0.742,9.5
-0.734,9.51
-0.725,9.52
-0.716,9.53
-0.706,9.54
-0.696,9.55
-0.684,9.56
-0.673,9.57
-0.66,9.58
-0.647,9.59
-0.633,9.6
-0.619,9.61
-0.604,9.62
-0.589,9.63
-0.573,9.64
-0.557,9.65
-0.54,9.66
-0.522,9.67
-0.504,9.68
-0.486,9.69
-0.467,9.7
-0.448,9.71
-0.428,9.72
-0.408,9.73
-0.387,9.74
-0.367,9.75
-0.345,9.76
-0.324,9.77
-0.302,9.78
-0.28,9.79
-0.257,9.8
-0.235,9.81
-0.212,9.82
-0.189,9.83
-0.165,9.84
-0.142,9.85
-0.118,9.86
-0.094,9.87
-0.071,9.88
-0.047,9.89
-0.023,9.9
0.001,9.91
0.025,9.92
0.049,9.93
0.073,9.94
0.097,9.95
0.121,9.96
0.144,9.97
0.168,9.98
0.191,9.99
0.214,10.0
